file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\threads\wait_notify\Payment.java,onlyTests.threads.wait_notify.Payment,initAmount/0,false,27,0,1,1,0,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_13\task_A_11\ClientPlayer.java,chapter_13.task_A_11.ClientPlayer,main/1[java.lang.String[]],false,12,0,0,0,0,9,12,44,0,6,1,12,0,0,1,2,3,0,6,1,10,1,3,0,0,0,23,9,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_8\task_B_4\Entity\Potato.java,chapter_8.task_B_4.Entity.Potato,"Potato/2[int,boolean]",true,6,0,1,1,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\threads\ExeptThread\ExceptionThreadDemo.java,onlyTests.threads.ExeptThread.ExceptionThreadDemo,main/1[java.lang.String[]],false,4,1,1,0,1,2,3,9,0,1,1,3,0,0,0,0,0,0,1,1,1,0,1,0,0,0,10,9,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_10\task_B_13\Runner.java,chapter_10.task_B_13.Runner,main/1[java.lang.String[]],false,4,2,4,0,4,4,8,14,0,6,1,8,0,0,1,0,0,2,2,6,6,8,1,0,0,0,13,9,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_9\task_C_4\Runner.java,chapter_9.task_C_4.Runner,main/1[java.lang.String[]],false,7,2,4,0,4,1,4,5,0,0,1,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,9,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_11\task_A_4\Runner.java,chapter_11.task_A_4.Runner,main/1[java.lang.String[]],false,10,2,2,0,2,2,4,35,0,10,1,4,0,0,0,0,1,0,10,1,10,0,1,0,0,0,18,9,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_9\task_C_4\ReaderFromFileCode.java,chapter_9.task_C_4.ReaderFromFileCode,replaceUpper/0,false,23,0,1,1,0,3,5,9,0,2,0,5,0,0,1,0,0,0,1,2,3,0,2,0,0,0,5,9,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_9\task_C_4\ReaderFromFileCode.java,chapter_9.task_C_4.ReaderFromFileCode,getCodeText/0,false,36,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_9\task_C_4\ReaderFromFileCode.java,chapter_9.task_C_4.ReaderFromFileCode,readCode/1[java.lang.String],false,10,0,1,1,0,2,4,10,0,1,1,4,0,0,0,0,1,0,2,0,3,1,1,0,0,0,13,9,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\threads\semafors\Client.java,onlyTests.threads.semafors.Client,isReading/0,false,29,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\threads\semafors\Client.java,onlyTests.threads.semafors.Client,Client/1[onlyTests.threads.semafors.ChannelPool<onlyTests.threads.semafors.AudioChannel>],true,6,2,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\threads\semafors\Client.java,onlyTests.threads.semafors.Client,run/0,false,9,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\DB\dbHelper\Abonent.java,onlyTests.DB.dbHelper.Abonent,getLastname/0,false,20,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\DB\dbHelper\Abonent.java,onlyTests.DB.dbHelper.Abonent,setLastname/1[java.lang.String],false,23,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\DB\dbHelper\Abonent.java,onlyTests.DB.dbHelper.Abonent,Abonent/0,true,7,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\DB\dbHelper\Abonent.java,onlyTests.DB.dbHelper.Abonent,getPhone/0,false,14,0,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\DB\dbHelper\Abonent.java,onlyTests.DB.dbHelper.Abonent,toString/0,false,27,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,4,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\DB\dbHelper\Abonent.java,onlyTests.DB.dbHelper.Abonent,setPhone/1[int],false,17,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\DB\dbHelper\Abonent.java,onlyTests.DB.dbHelper.Abonent,"Abonent/3[int,int,java.lang.String]",true,9,0,1,1,0,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\networkProgramms\client_Server\NetServerThread.java,onlyTests.networkProgramms.client_Server.ServerThread,ServerThread/1[java.net.Socket],true,35,0,1,1,0,1,3,5,0,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\networkProgramms\client_Server\NetServerThread.java,onlyTests.networkProgramms.client_Server.ServerThread,run/0,false,40,1,1,0,1,4,5,18,0,2,0,5,1,1,1,1,1,1,5,1,2,2,3,0,0,0,14,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\networkProgramms\client_Server\NetServerThread.java,onlyTests.networkProgramms.client_Server.ServerThread,disconnect/0,false,57,0,1,1,0,4,6,17,0,0,0,6,0,0,0,2,1,0,1,0,0,1,2,0,0,0,8,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_12\task_A_2\Film.java,chapter_12.task_A_2.Film,toString/0,false,63,0,0,0,0,1,3,4,1,1,0,3,0,0,0,0,0,0,5,0,1,1,0,0,0,0,13,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_12\task_A_2\Film.java,chapter_12.task_A_2.Film,setActors/1[java.util.ArrayList<chapter_12.task_A_2.Actor>],false,58,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_12\task_A_2\Film.java,chapter_12.task_A_2.Film,getCountry/0,false,46,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_12\task_A_2\Film.java,chapter_12.task_A_2.Film,Film/0,true,22,1,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_12\task_A_2\Film.java,chapter_12.task_A_2.Film,getNameFilm/0,false,30,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_12\task_A_2\Film.java,chapter_12.task_A_2.Film,"Film/5[int,java.lang.String,java.util.Date,java.lang.String,chapter_12.task_A_2.Actor]",true,13,1,0,0,0,1,1,8,0,0,5,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_12\task_A_2\Film.java,chapter_12.task_A_2.Film,getActors/0,false,54,1,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_12\task_A_2\Film.java,chapter_12.task_A_2.Film,addActor/1[chapter_12.task_A_2.Actor],false,26,1,1,1,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_12\task_A_2\Film.java,chapter_12.task_A_2.Film,setNameFilm/1[java.lang.String],false,34,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_12\task_A_2\Film.java,chapter_12.task_A_2.Film,getDateRelease/0,false,38,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_12\task_A_2\Film.java,chapter_12.task_A_2.Film,setCountry/1[java.lang.String],false,50,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_12\task_A_2\Film.java,chapter_12.task_A_2.Film,setDateRelease/1[java.util.Date],false,42,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\threads\atomic\Broker.java,onlyTests.threads.atomic.Broker,Broker/1[onlyTests.threads.atomic.Market],true,7,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
