file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_8\task_B_4\Exeptions\ArgumentExeption.java,chapter_8.task_B_4.Exeptions.ArgumentExeption,class,0,2,2,0,2,4,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_9\task_C_4\WriterInFileNewCode.java,chapter_9.task_C_4.WriterInFileNewCode,class,0,1,1,0,3,1,0,7,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,2,0,4,2,4,2,0,0,0,24,1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\DB\dbHelper\PreparedJDBCRunner.java,onlyTests.DB.dbHelper.PreparedJDBCRunner$Anonymous1,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,-1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_6\task_5\Mobile.java,chapter_6.task_5.Mobile,interface,0,2,2,0,5,1,0,0,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\threads\demons\DaemonsRunner.java,onlyTests.threads.demons.DaemonsRunner,class,1,1,0,1,1,1,0,3,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,2,0,2,0,0,0,0,9,1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_8\task_B_4\Entity\VegUnderGround.java,chapter_8.task_B_4.Entity.VegUnderGround,class,3,6,3,3,7,2,2,1,0,0.6,0.5,0.5,5,0,4,1,0,0,4,0,0,0,2,0,0,1,0,1,0,0,0,33,0,0,0,0,0,1,3,7,4,2,1,0,0,0,18,1025,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\threads\wait_notify\PaymentRunner.java,onlyTests.threads.wait_notify.PaymentRunner,class,1,1,0,1,1,1,0,6,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,2,2,1,0,1,1,1,0,0,10,1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_10\task_A_6\Runner.java,chapter_10.task_A_6.myComparator,class,0,1,1,0,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\threads\bariers\Auction.java,onlyTests.threads.bariers.Auction$Anonymous2,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,-1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_7\task_A_12\Runner.java,chapter_7.task_A_12.Runner,class,0,0,0,0,4,1,0,4,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17,0,2,0,0,0,21,1,6,2,6,2,0,0,0,11,1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\networkProgramms\ip\InetLogic.java,onlyTests.networkProgramms.ip.InetLogic,class,0,0,0,0,2,1,0,4,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,1,0,6,0,6,4,3,1,0,0,0,15,1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\threads\bariers\Auction.java,onlyTests.threads.bariers.Auction$Anonymous1,anonymous,2,2,0,2,1,1,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,1,1,1,0,0,0,0,4,-1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_12\task_A_2\Entity.java,chapter_12.task_A_2.Entity,class,0,3,3,0,4,1,2,0,0,0.25,0.5,0.5,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,14,1,0,0,0,0,0,0,2,0,1,0,0,0,0,6,1025,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\DB\simpleBD\Abonent.java,onlyTests.DB.simpleBD.Abonent,class,1,2,1,1,7,2,0,1,0,0.42857143,0.52380955,0.71428573,7,0,7,0,0,0,7,0,0,0,2,0,0,2,0,0,0,0,0,26,3,0,0,0,0,4,0,4,1,2,0,0,0,0,11,1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\networkProgramms\client_Server\NetServerThread.java,onlyTests.networkProgramms.client_Server.NetServerThread,class,1,1,0,1,3,1,0,6,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,1,0,2,1,3,1,3,2,0,0,0,14,1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_10\task_B_13\SmallSquare.java,chapter_10.task_B_13.SmallSquare,class,1,5,4,1,10,1,0,0,7,0.65,0.42222223,0.53333336,10,3,10,0,0,0,10,0,0,0,4,2,0,4,0,0,0,0,0,39,5,0,0,0,0,2,0,8,1,4,0,0,0,0,15,1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\DB\simpleBD\SimpleJDBCRunner.java,onlyTests.DB.simpleBD.SimpleJDBCRunner,class,3,3,0,3,8,1,0,14,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,59,0,1,3,4,0,6,4,10,2,7,4,0,0,0,32,1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\threads\semafors\Runner.java,onlyTests.threads.semafors.Runner$Anonymous1,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,-1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\DB\dbHelper\PreparedJDBCRunner.java,onlyTests.DB.dbHelper.PreparedJDBCRunner,class,2,2,0,2,3,1,0,4,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,1,0,0,0,5,0,3,2,1,0,0,23,1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\Exceptions\MainTest.java,onlyTests.Exceptions.MainTest$Anonymous3,anonymous,0,0,0,0,1,1,0,1,0,0.0,NaN,NaN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,-1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\threads\wait_notify\PaymentRunner.java,onlyTests.threads.wait_notify.PaymentRunner$Anonymous1,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_11\task_A_4_bad\Operator.java,chapter_11.task_A_4_bad.Operator,class,2,3,1,2,5,2,0,9,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,4,27,0,1,0,2,0,4,2,2,2,2,2,0,0,0,17,1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\Exceptions\MainTest.java,onlyTests.Exceptions.MainTest$Anonymous1,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,4,0,0,0,0,0,0,0,2,-1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\Exceptions\MainTest.java,onlyTests.Exceptions.MainTest$Anonymous2,anonymous,1,1,0,1,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_8\task_B_4\Entity\Cucumber.java,chapter_8.task_B_4.Entity.Cucumber,class,1,2,1,1,1,3,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,6,1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_8\task_B_4\Entity\Salad.java,chapter_8.task_B_4.Entity.Salad,class,1,2,1,1,8,1,0,3,0,0.16666667,0.6666667,0.6666667,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,28,2,2,0,0,0,0,3,7,2,3,1,0,0,0,13,1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\networkProgramms\client_Server\NetClient.java,onlyTests.networkProgramms.client_Server.NetClient,class,0,0,0,0,9,1,0,9,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,43,0,1,2,3,0,4,4,6,3,4,3,0,0,0,25,1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_7\task_A_28\Runner.java,chapter_7.task_A_28.Runner,class,0,0,0,0,4,1,0,9,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,20,0,1,0,0,0,13,9,8,3,6,3,0,0,0,139,1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\Exceptions\MyException.java,onlyTests.Exceptions.MyException,class,0,0,0,0,1,3,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\networkProgramms\informAboutPage\ConnectionDemo.java,onlyTests.networkProgramms.informAboutPage.ConnectionDemo,class,0,0,0,0,3,1,0,6,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,3,1,4,1,4,1,0,0,0,19,1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_10\task_A_6\Runner.java,chapter_10.task_A_6.Runner,class,1,1,0,1,2,1,0,4,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11,0,1,0,0,0,17,0,3,1,3,1,0,0,0,10,1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_8\task_B_4\Entity\Bakladzhan.java,chapter_8.task_B_4.Entity.Bakladzhan,class,1,2,1,1,1,3,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,6,1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_11\task_A_4_bad\RunnerCallCentre.java,chapter_11.task_A_4_bad.RunnerCallCentre,class,3,3,0,3,2,1,0,1,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,2,0,2,1,1,0,0,12,1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_8\task_B_4\Entity\VegOnGround.java,chapter_8.task_B_4.Entity.VegOnGround,class,3,7,4,3,8,2,3,1,3,0.5833333,0.3,0.3,6,0,5,1,0,0,5,0,0,0,2,0,0,2,0,0,0,0,0,36,0,0,0,0,0,1,3,8,4,2,1,0,0,0,18,1025,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\Exceptions\MainTest.java,onlyTests.Exceptions.MainTest,class,2,2,0,2,1,1,0,5,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0,0,2,7,0,7,0,3,0,0,12,1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\onlyTests\threads\semafors\AudioChannel.java,onlyTests.threads.semafors.AudioChannel,class,0,3,3,0,5,1,0,3,6,0.8333333,0.0,0.0,4,0,2,0,0,2,4,0,0,0,3,0,2,1,0,0,0,0,1,19,0,0,0,1,0,0,1,0,0,3,1,0,0,0,9,1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_13\task_A_11\Server.java,chapter_13.task_A_11.ServerThread,class,2,4,2,2,15,2,0,14,0,0.11111111,1.0,1.0,3,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,4,73,0,1,4,2,1,24,4,11,9,10,4,0,0,0,48,0,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_12\task_A_2\Runner.java,chapter_12.task_A_2.Runner,class,2,2,0,2,5,1,0,8,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,4,0,0,0,3,0,1,0,1,1,0,0,0,8,1,0
C:\TasksFromBlinov_Java_Epam-master\TasksFromBlinov\src\chapter_12\task_A_2\FilmsDao.java,chapter_12.task_A_2.FilmsDao,class,5,7,2,5,16,1,0,30,30,0.8518519,0.0,0.0,9,1,5,4,0,0,5,0,0,0,6,5,5,0,0,1,5,0,2,104,7,3,0,3,0,19,3,27,5,19,2,0,0,0,76,1,0
